3679057	3474148	3
1421590	3474146	2
3447381	3474146	2
5846253	3474178	2
31240041	3474144	3
5955911	3474143	1
1423391	3474174	2
32052712	3474153	1
15488594	3474143	5
60914278	3474142	1
33332010	3474164	1
3497282	3474153	1
3799852	3474164	1
1287283	3471929	1
1515477	3474449	1
2615691	3474140	1
32830148	3471958	1
3467124	3474149	1
36706571	16287800	1
3467187	3474149	1
3494070	3474166	1
50095198	3471958	2
1599846	3474187	1
2604540	3474140	8
2524071	3474144	2
29470786	3474151	1
13028244	3474186	1
2671625	3474144	2
6002620	3474147	2
8715651	3474181	1
2604540	3474148	1
31931296	3474147	1
24277132	3471958	2
3799852	3671151	1
28710543	3671151	1
37398334	3474134	1
3517872	3474180	1
3496607	3474144	1
10496965	3474178	1
9834573	3474166	1
925266	3474181	2
5912600	3474144	2
3688265	3471958	1
1389398	3471958	1
30546835	3474178	1
6772782	3473536	3
3490304	3476787	1
3518212	3474186	1
1423698	3474174	4
60856550	3474140	1
1501285	3474148	3
17988739	3474449	1
22294382	3474133	2
85121198	3474142	1
37977247	3474449	1
1608505	3474135	1
29501004	29472201	1
13095948	3474148	1
62530785	3474178	1
6761224	3474150	1
3462254	3474134	1
5884613	3474181	3
1285029	3474133	2
15787347	3773632	1
3625753	15692516	3
6327011	3474138	1
903858	3474150	2
5652725	3474137	1
60783852	3474134	1
10600485	3471958	1
16453056	3474186	1
3433871	3474153	1
2541956	3474046	2
15894103	3474137	1
15325697	3474414	2
5850369	3474178	2
2433125	3474135	1
16025011	3474140	1
16025011	3474143	1
1596926	3471929	1
1504870	3474144	3
2449264	3474138	1
26565245	13178628	2
1598039	3474151	2
1449720	3474135	1
5888690	3471929	1
12768450	3474151	1
3754047	3474136	1
6842582	3474135	1
50070863	3471958	1
3807395	3474150	1
16088129	3474143	1
22380309	3474178	1
1578744	3474146	1
9524099	3474151	1
2674888	3474159	1
58928541	3474185	1
59129290	15464311	1
3677258	3474144	1
3807389	3474178	1
5721485	5810579	1
15325554	3474133	1
3449816	3474149	3
6848312	5810579	3
2346007	3474134	1
16573178	3474133	1
2558135	3474046	2
1543284	3474144	1
3716435	3474178	4
29011883	3474182	3
28412452	3474178	1
1619965	3474133	1
50202116	3471958	2
15400586	13178628	1
9905349	3474137	2
17275913	3474378	2
22806445	3474164	2
16126665	3474449	2
3453377	3474135	2
63042281	3474178	1
5847360	3474178	3
1494790	3474136	1
10514837	3474186	1
30114344	3474164	2
10179439	5810579	1
30588220	13178628	1
1265707	3474151	1
1279575	3474138	1
2785688	3474140	1
2785688	3474146	1
17765248	3471958	1
17452881	3477794	1
3787107	3474140	3
11475569	16638672	2
6743493	3474178	2
3774089	3474180	1
1433812	3474176	1
3483114	3474166	2
3510330	3474146	1
1784348	3474149	2
16300336	3474133	1
37893773	3474449	1
5872252	3474144	2
1337980	3471958	1
16664010	22893876	2
3774969	3471929	1
28998603	3474153	1
9009425	3474134	2
1460482	3474135	1
13100649	3474164	1
3754090	3474143	2
1468245	3474174	2
5673138	3474140	1
25648020	3474179	1
3759883	3474148	3
15458899	3474147	1
3498644	3474133	2
10520109	3474134	2
1427634	3474148	1
5798520	3474176	1
3460350	3474134	2
22660072	16287800	1
1604099	3474140	1
3692616	3474174	1
26528985	3474178	1
3802811	3474164	1
5774666	3474185	3
66552087	16290465	1
3497283	3474164	1
2567909	3474187	2
3790799	3670254	1
29191132	3474148	1
3805492	3474153	1
922876	3474186	1
3444951	3474186	1
922876	3474180	1
22644019	3471958	1
3642379	3474046	1
3540725	3509802	1
3497268	3474137	1
17985383	3474449	2
3497268	3474134	3
22230708	13178628	1
1463406	3474186	1
3496738	3670254	2
6883633	3474166	3
57213422	3474174	1
3454218	3474149	1
5864161	3474153	8
8722500	5810579	1
3452932	3474178	2
29088252	3474414	1
3733103	3474137	1
3726101	3474134	2
60859589	3474178	1
22349163	3474135	2
3454218	3474147	1
12837788	3474147	6
5735407	3477794	1
3716371	3474148	2
31210875	16638672	1
5845841	3474178	2
1372781	3471958	2
30797900	15692516	4
59175932	3474185	1
5914438	3474178	3
1493946	3474178	1
5850366	3474159	1
5851902	3474185	1
3800849	3474144	3
1434864	3474135	3
5883092	3474186	1
3800849	3474140	1
5775168	3474166	1
1419343	3474137	1
3526626	3474181	1
15157166	3671151	1
63720151	16287786	1
15332691	3474182	1
10537048	3474147	1
1488435	3474148	1
1548307	3474144	1
23131456	3471958	1
1288000	3471929	1
2602167	3474147	1
3704137	3474178	1
6749350	3474178	3
8121407	3474137	2
5900979	3474178	4
1074727	3474178	1
61680914	3476787	1
1402865	3474186	1
30507391	3474135	1
29019750	3670254	1
3801070	3474186	1
3792453	3471929	1
2572204	3474166	1
31241687	16638672	1
3447142	3474146	3
1604639	3474148	1
3718041	3474159	2
5882680	3670254	1
17297286	22893876	3
3499086	3474144	1
3467666	3474136	1
29715949	30272927	2
15173644	3474137	1
5779809	3474166	1
31792129	3471958	1
3502391	3474174	2
30964164	3474179	1
2452038	3474046	1
3736060	3471929	1
70111947	16287786	1
6328915	3474174	1
2598372	3474149	1
3494735	3474134	2
26679696	16638672	1
2449027	3474133	3
22350758	3474046	2
26345307	3471958	1
27251337	3474148	1
15486110	3474316	2
29401021	3474134	2
3639810	3670254	1
1267937	3474138	1
3746174	3474164	1
1430132	3474174	4
13096982	3474148	2
5806812	5810579	1
1710070	3474181	1
10241577	3474137	1
10241577	3474135	1
3622642	16638672	1
10241577	3474133	6
1262774	3474164	1
60857208	3474185	1
3638768	3474179	2
22447556	3474140	1
5725962	3474140	1
1477781	3474186	1
1599103	3474187	1
1599103	3474186	1
26701999	3474449	1
63211741	3474187	1
3453239	3671151	2
1475235	16287158	1
937095	3473536	1
946064	3474174	1
2552477	3474143	2
5853746	5810579	1
30220784	5810579	1
29188760	16287800	1
30653313	3474174	1
954457	3474046	1
3499791	3474187	1
3528657	3474148	1
9352865	3471958	1
3555173	3474153	2
6749283	3474166	2
3497202	3474147	1
21851913	3474140	6
1489441	3474178	2
60166126	16287786	1
3529819	3474143	2
3797912	3474135	1
5900910	3474178	1
3801639	3474151	1
3773401	3474150	1
968501	3474178	1
2576488	3474140	1
13145071	3474148	2
1506300	3474178	1
22848061	3474148	1
32311701	3474178	1
3519625	3474166	3
26700031	3474449	1
22848061	3474140	2
66866620	3671151	1
1264633	3474134	2
30684665	3474149	1
5652725	3670254	1
15488042	3474164	1
5790831	3474178	3
15996679	3474178	2
28405647	3474153	1
15258504	3474186	1
3516900	3474180	1
16118891	3474136	1
856628	3670254	2
84048011	16638672	1
3794117	3670254	1
10559144	3671151	1
1215778	15692516	1
22334263	3474164	1
921375	3474159	1
23041488	3471958	1
5733219	3474166	1
15344852	3474140	1
3703625	3474133	1
3499687	3474151	1
16015853	3474178	1
16375864	3474143	2
5979384	3509802	1
3754048	3474136	1
3719371	3474181	1
31334523	3474153	1
26900105	3474148	2
3457583	3473536	1
15476645	3474164	1
1604680	3477794	1
30707155	30272927	2
3570185	3671151	1
10519011	3474164	1
10086681	3474164	1
2463635	3474186	1
2548658	3474166	1
3556196	3474185	1
39112881	3670254	1
16338114	3474134	1
13011112	3474178	1
1597360	3474148	1
21737615	13178628	1
23658161	3509802	1
3528107	3474186	1
1610066	3474142	1
5900765	3474181	1
13096653	3477794	1
2578352	3474140	1
1474114	3474147	2
1439415	3474149	1
54480510	3476787	1
90004459	3474140	1
10521033	3671151	1
3509770	3474159	1
1281415	3509802	1
6785256	3473536	1
1310765	3773632	1
3769366	3474150	1
3749436	3474135	2
57280373	16287786	1
22886424	3474414	1
63024358	3471958	1
3754359	3474136	1
919847	3474136	1
26900596	3474186	1
1413890	3474164	1
17409779	3474414	1
25314164	3663670	2
1323799	3474449	1
29335616	3474136	1
58563781	16287786	1
37199903	29472201	1
2555270	3474164	1
15856549	3474181	1
2455729	3474133	1
922740	3474153	1
15317243	3474185	2
16447912	3474133	1
10585543	3474186	1
29577800	3474146	1
13387161	15692516	1
22677340	15464311	1
15693203	3474186	1
3465614	3474137	1
2304580	3474135	1
3526165	3474148	1
3522976	3474185	2
15302121	3477794	1
10448834	3474144	1
5999024	3474147	1
923681	3474151	2
18171786	3474414	1
22646338	3470375	1
1600231	3474133	1
34759948	3474395	1
29400945	3474134	1
3530729	3474143	2
3799843	3474140	2
3805381	3474186	1
5785869	3474164	1
29054	3474414	1
61269769	3474135	1
3805923	3474137	2
57683785	30272927	1
3498852	3474180	1
36747409	3474178	1
13095681	3474174	1
3794474	3474449	1
3637985	3474140	1
6333149	3474150	1
16021960	3474178	1
3497104	3474140	1
3762450	3474153	1
15688290	3474186	1
2420960	3474149	3
29700666	3474180	1
15186913	3476787	1
6081171	3474181	2
1609306	3474146	1
1324409	3474414	1
1395268	3474186	1
26717588	3474449	1
3696032	3474178	2
3804029	3474186	1
10628136	3474148	1
27127708	3474148	1
3795953	3474153	1
27064201	3474148	1
1313354	3670254	1
63132129	3474395	1
6063714	3474143	3
913270	3474151	1
16665086	22893876	2
71786331	3473536	1
70526253	16287800	1
3678946	3474138	1
89617804	3474143	1
1022607	3474159	1
34151559	3474181	1
1597142	3474174	1
60847935	3671151	1
1412117	3474137	1
32832134	3474602	2
29136564	3474153	1
5775168	3474138	1
6785713	3474178	1
3748693	3474166	1
3508069	3474144	4
1265626	3474186	1
1780365	3474174	1
1308455	3474180	1
33736328	3474138	2
3805645	3471958	1
3498368	3474178	2
33736328	3474135	1
1265758	3474135	1
9010320	3470375	1
15654681	15464311	1
29986006	3474164	1
15997045	3474178	6
3754090	3473536	1
5863058	3474178	1
70111947	16287800	1
27042902	3474181	2
1598506	3474174	1
27042902	3474185	1
35160793	3471958	1
6771079	3671151	1
12260435	3474449	3
1624953	3474133	1
3662109	3474164	1
3497098	3474179	1
17425828	3663670	1
33226715	3671151	1
1601890	3476787	1
37817839	3474449	1
37312892	29472201	1
935292	3474186	1
965835	3474146	1
3594442	3474147	2
17490253	3474164	1
968100	3474178	1
26718013	3474449	2
13087427	3670254	1
84631289	3477794	1
1597226	3474134	1
89656564	3471958	1
5955934	3474133	2
15404402	3474159	1
57667041	30272927	2
6830709	3474185	1
1406811	3474149	1
3778234	3471929	1
15488929	3474185	1
967632	3474134	3
417191	3474146	1
16057010	3474144	4
2519729	3474144	5
22331336	3474179	1
16216018	3471958	1
31332148	3474164	1
3794530	3474164	1
3585198	3474146	1
33601674	3474181	1
22331336	3474174	1
967568	3474148	1
31221323	16638672	1
1598714	3474148	1
22807656	3474178	4
29299484	3474138	1
3735928	3473536	2
5929383	3474185	2
1477308	3474148	2
21903299	3474178	2
5955396	5810579	1
62660115	3474178	1
29306193	3474137	1
26847223	3474449	4
1421057	3474174	1
13164059	3671151	1
1558483	3474140	1
1276370	3474178	3
22747568	3474180	1
3627171	16638672	3
3725425	3671151	2
13033796	3670254	2
16088129	3474148	1
16059871	3474137	1
65901638	3663670	1
6004596	3474164	1
25587311	3474180	1
34852546	3474187	1
6886069	3474144	1
22683919	3471958	1
1414710	3474137	1
1283888	3474186	1
22678846	3471958	2
1263533	3474164	1
15382223	3474174	2
5867023	3474150	7
6865261	3474137	2
13085254	3474144	1
1311205	3474140	1
1308148	3474178	3
3496776	3474164	3
1311205	3474144	2
71736567	15692516	1
29185207	3474182	1
1288036	3474186	1
37907527	3474164	1
15165390	3474137	1
3807395	3474153	1
3443970	3474149	1
2562060	3474159	1
3454598	3474135	1
26374638	3471958	1
5998644	3474147	3
25884645	3474182	1
15353360	3474185	1
25884645	3474181	1
10180715	3474134	2
3500561	3474144	4
9577220	3474134	1
29144181	3474143	1
27082075	3670254	1
5897934	3474144	1
5929552	3474176	1
5929552	3474174	1
3456378	3474186	1
60855918	3670254	1
23104766	3471958	1
17303108	3474378	1
22310029	15610114	1
3456378	3474180	2
2584880	3474135	1
1494856	3474185	1
16060884	3474133	1
1610016	3474153	1
17268595	3471958	1
1309972	3471929	2
1287393	3671151	1
60699690	16287800	1
2590775	3474151	1
66600938	3470375	1
1359596	3474148	1
3802081	3474186	1
5624705	3474180	1
15909104	3477794	1
1480734	3471929	3
3508309	3474144	3
30420087	30272927	2
17503431	3474164	1
22644883	3471958	1
15359530	3474414	1
3794527	3474148	1
29194259	3474142	1
26699080	3474164	1
15613094	3471958	1
29695921	3471958	1
54463246	3476787	1
